[0.054s] Invoking command in '/home/rover/osr_ws/build/osr_interfaces': CMAKE_PREFIX_PATH=/opt/ros/humble PS1=(venv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ /usr/bin/cmake --build /home/rover/osr_ws/build/osr_interfaces -- -j4 -l4
[0.219s] [  2%] [34m[1mGenerating C code for ROS interfaces[0m
[0.274s] [  4%] [34m[1mGenerating C++ code for ROS interfaces[0m
[0.321s] [  4%] Built target ament_cmake_python_symlink_osr_interfaces
[1.338s] running egg_info
[1.341s] writing osr_interfaces.egg-info/PKG-INFO
[1.342s] writing dependency_links to osr_interfaces.egg-info/dependency_links.txt
[1.344s] writing top-level names to osr_interfaces.egg-info/top_level.txt
[1.352s] reading manifest file 'osr_interfaces.egg-info/SOURCES.txt'
[1.356s] writing manifest file 'osr_interfaces.egg-info/SOURCES.txt'
[1.498s] [  4%] Built target ament_cmake_python_build_osr_interfaces_egg
[2.323s] [  6%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_generator_c.dir/rosidl_generator_c/osr_interfaces/msg/detail/status__functions.c.o[0m
[2.326s] [  8%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_generator_c.dir/rosidl_generator_c/osr_interfaces/msg/detail/command_drive__functions.c.o[0m
[2.334s] [ 10%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_generator_c.dir/rosidl_generator_c/osr_interfaces/msg/detail/command_corner__functions.c.o[0m
[2.388s] [ 10%] Built target osr_interfaces__cpp
[2.429s] [ 12%] [34m[1mGenerating C++ type support dispatch for ROS interfaces[0m
[2.672s] [ 14%] [34m[1mGenerating C++ type support for eProsima Fast-RTPS[0m
[2.673s] [ 17%] [34m[1mGenerating C++ introspection for ROS interfaces[0m
[2.692s] [ 19%] [32m[1mLinking C shared library libosr_interfaces__rosidl_generator_c.so[0m
[2.905s] [ 19%] Built target osr_interfaces__rosidl_generator_c
[2.955s] [ 21%] [34m[1mGenerating C type support for eProsima Fast-RTPS[0m
[4.140s] [ 23%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_cpp.dir/rosidl_typesupport_cpp/osr_interfaces/msg/status__type_support.cpp.o[0m
[4.659s] [ 25%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_introspection_cpp.dir/rosidl_typesupport_introspection_cpp/osr_interfaces/msg/detail/status__type_support.cpp.o[0m
[4.801s] [ 27%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_fastrtps_cpp.dir/rosidl_typesupport_fastrtps_cpp/osr_interfaces/msg/detail/dds_fastrtps/status__type_support.cpp.o[0m
[5.060s] [ 29%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_fastrtps_c.dir/rosidl_typesupport_fastrtps_c/osr_interfaces/msg/detail/status__type_support_c.cpp.o[0m
[6.033s] [ 31%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_cpp.dir/rosidl_typesupport_cpp/osr_interfaces/msg/command_drive__type_support.cpp.o[0m
[7.219s] [ 34%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_introspection_cpp.dir/rosidl_typesupport_introspection_cpp/osr_interfaces/msg/detail/command_drive__type_support.cpp.o[0m
[7.235s] [ 36%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_fastrtps_c.dir/rosidl_typesupport_fastrtps_c/osr_interfaces/msg/detail/command_drive__type_support_c.cpp.o[0m
[7.364s] [ 38%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_fastrtps_cpp.dir/rosidl_typesupport_fastrtps_cpp/osr_interfaces/msg/detail/dds_fastrtps/command_drive__type_support.cpp.o[0m
[7.690s] [ 40%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_cpp.dir/rosidl_typesupport_cpp/osr_interfaces/msg/command_corner__type_support.cpp.o[0m
[9.282s] [ 42%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_fastrtps_c.dir/rosidl_typesupport_fastrtps_c/osr_interfaces/msg/detail/command_corner__type_support_c.cpp.o[0m
[9.383s] [ 44%] [32m[1mLinking CXX shared library libosr_interfaces__rosidl_typesupport_cpp.so[0m
[9.515s] [ 46%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_introspection_cpp.dir/rosidl_typesupport_introspection_cpp/osr_interfaces/msg/detail/command_corner__type_support.cpp.o[0m
[9.571s] [ 46%] Built target osr_interfaces__rosidl_typesupport_cpp
[9.607s] [ 48%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_fastrtps_cpp.dir/rosidl_typesupport_fastrtps_cpp/osr_interfaces/msg/detail/dds_fastrtps/command_corner__type_support.cpp.o[0m
[9.819s] [ 51%] [34m[1mGenerating C introspection for ROS interfaces[0m
[11.315s] [ 53%] [32m[1mLinking CXX shared library libosr_interfaces__rosidl_typesupport_fastrtps_c.so[0m
[11.703s] [ 53%] Built target osr_interfaces__rosidl_typesupport_fastrtps_c
[11.750s] [ 55%] [34m[1mGenerating C type support dispatch for ROS interfaces[0m
[11.986s] [ 57%] [32m[1mLinking CXX shared library libosr_interfaces__rosidl_typesupport_introspection_cpp.so[0m
[12.182s] [ 59%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_typesupport_introspection_c.dir/rosidl_typesupport_introspection_c/osr_interfaces/msg/detail/status__type_support.c.o[0m
[12.212s] [ 61%] [32m[1mLinking CXX shared library libosr_interfaces__rosidl_typesupport_fastrtps_cpp.so[0m
[12.402s] [ 61%] Built target osr_interfaces__rosidl_typesupport_introspection_cpp
[12.441s] [ 63%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_typesupport_introspection_c.dir/rosidl_typesupport_introspection_c/osr_interfaces/msg/detail/command_drive__type_support.c.o[0m
[12.444s] [ 65%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_typesupport_introspection_c.dir/rosidl_typesupport_introspection_c/osr_interfaces/msg/detail/command_corner__type_support.c.o[0m
[12.592s] [ 65%] Built target osr_interfaces__rosidl_typesupport_fastrtps_cpp
[12.625s] [ 68%] [32m[1mLinking C shared library libosr_interfaces__rosidl_typesupport_introspection_c.so[0m
[12.743s] [ 68%] Built target osr_interfaces__rosidl_typesupport_introspection_c
[13.360s] [ 70%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_c.dir/rosidl_typesupport_c/osr_interfaces/msg/status__type_support.cpp.o[0m
[13.361s] [ 72%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_c.dir/rosidl_typesupport_c/osr_interfaces/msg/command_drive__type_support.cpp.o[0m
[13.364s] [ 74%] [32mBuilding CXX object CMakeFiles/osr_interfaces__rosidl_typesupport_c.dir/rosidl_typesupport_c/osr_interfaces/msg/command_corner__type_support.cpp.o[0m
[13.505s] [ 76%] [32m[1mLinking CXX shared library libosr_interfaces__rosidl_typesupport_c.so[0m
[13.659s] [ 76%] Built target osr_interfaces__rosidl_typesupport_c
[13.736s] [ 76%] Built target osr_interfaces
[13.816s] [ 78%] [34m[1mGenerating Python code for ROS interfaces[0m
[16.159s] [ 78%] Built target osr_interfaces__py
[16.241s] [ 80%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_generator_py.dir/rosidl_generator_py/osr_interfaces/msg/_status_s.c.o[0m
[16.243s] [ 82%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_generator_py.dir/rosidl_generator_py/osr_interfaces/msg/_command_drive_s.c.o[0m
[16.246s] [ 85%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_generator_py.dir/rosidl_generator_py/osr_interfaces/msg/_command_corner_s.c.o[0m
[16.927s] [ 87%] [32m[1mLinking C shared library rosidl_generator_py/osr_interfaces/libosr_interfaces__rosidl_generator_py.so[0m
[17.100s] [ 87%] Built target osr_interfaces__rosidl_generator_py
[17.184s] [ 89%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_typesupport_fastrtps_c__pyext.dir/rosidl_generator_py/osr_interfaces/_osr_interfaces_s.ep.rosidl_typesupport_fastrtps_c.c.o[0m
[17.185s] [ 91%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_typesupport_introspection_c__pyext.dir/rosidl_generator_py/osr_interfaces/_osr_interfaces_s.ep.rosidl_typesupport_introspection_c.c.o[0m
[17.188s] [ 93%] [32mBuilding C object CMakeFiles/osr_interfaces__rosidl_typesupport_c__pyext.dir/rosidl_generator_py/osr_interfaces/_osr_interfaces_s.ep.rosidl_typesupport_c.c.o[0m
[17.646s] [ 95%] [32m[1mLinking C shared library rosidl_generator_py/osr_interfaces/osr_interfaces_s__rosidl_typesupport_c.cpython-310-aarch64-linux-gnu.so[0m
[17.669s] [ 97%] [32m[1mLinking C shared library rosidl_generator_py/osr_interfaces/osr_interfaces_s__rosidl_typesupport_introspection_c.cpython-310-aarch64-linux-gnu.so[0m
[17.709s] [100%] [32m[1mLinking C shared library rosidl_generator_py/osr_interfaces/osr_interfaces_s__rosidl_typesupport_fastrtps_c.cpython-310-aarch64-linux-gnu.so[0m
[17.812s] [100%] Built target osr_interfaces__rosidl_typesupport_c__pyext
[17.841s] [100%] Built target osr_interfaces__rosidl_typesupport_introspection_c__pyext
[17.883s] [100%] Built target osr_interfaces__rosidl_typesupport_fastrtps_c__pyext
[17.924s] Invoked command in '/home/rover/osr_ws/build/osr_interfaces' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble PS1=(venv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ /usr/bin/cmake --build /home/rover/osr_ws/build/osr_interfaces -- -j4 -l4
[17.933s] Invoking command in '/home/rover/osr_ws/build/osr_interfaces': CMAKE_PREFIX_PATH=/opt/ros/humble PS1=(venv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ /usr/bin/cmake --install /home/rover/osr_ws/build/osr_interfaces
[17.959s] -- Install configuration: ""
[17.961s] -- Execute custom install script
[17.962s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/share/ament_index/resource_index/rosidl_interfaces/osr_interfaces
[17.995s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/command_corner.h
[18.025s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/command_drive.h
[18.053s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__functions.h
[18.084s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__struct.h
[18.114s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__type_support.h
[18.143s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__functions.h
[18.172s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__struct.h
[18.202s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__type_support.h
[18.232s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__functions.h
[18.261s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__struct.h
[18.291s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__type_support.h
[18.320s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/rosidl_generator_c__visibility_control.h
[18.348s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/status.h
[18.378s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/share/osr_interfaces/environment/library_path.sh
[18.407s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/share/osr_interfaces/environment/library_path.dsv
[18.439s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__rosidl_typesupport_fastrtps_c.h
[18.470s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__rosidl_typesupport_fastrtps_c.h
[18.502s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__rosidl_typesupport_fastrtps_c.h
[18.531s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/rosidl_typesupport_fastrtps_c__visibility_control.h
[18.561s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__rosidl_typesupport_introspection_c.h
[18.591s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__rosidl_typesupport_introspection_c.h
[18.621s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__rosidl_typesupport_introspection_c.h
[18.651s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/rosidl_typesupport_introspection_c__visibility_control.h
[18.683s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/command_corner.hpp
[18.713s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/command_drive.hpp
[18.742s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__builder.hpp
[18.772s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__struct.hpp
[18.801s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__traits.hpp
[18.833s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__type_support.hpp
[18.862s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__builder.hpp
[18.893s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__struct.hpp
[18.922s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__traits.hpp
[18.953s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__type_support.hpp
[18.982s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__builder.hpp
[19.013s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__struct.hpp
[19.042s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__traits.hpp
[19.071s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__type_support.hpp
[19.100s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/rosidl_generator_cpp__visibility_control.hpp
[19.132s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/status.hpp
[19.164s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__rosidl_typesupport_fastrtps_cpp.hpp
[19.195s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__rosidl_typesupport_fastrtps_cpp.hpp
[19.227s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__rosidl_typesupport_fastrtps_cpp.hpp
[19.256s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/rosidl_typesupport_fastrtps_cpp__visibility_control.h
[19.289s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_corner__rosidl_typesupport_introspection_cpp.hpp
[19.319s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/command_drive__rosidl_typesupport_introspection_cpp.hpp
[19.348s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/include/osr_interfaces/osr_interfaces/msg/detail/status__rosidl_typesupport_introspection_cpp.hpp
[19.378s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/share/osr_interfaces/environment/pythonpath.sh
[19.409s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/share/osr_interfaces/environment/pythonpath.dsv
[19.440s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces-0.0.0-py3.10.egg-info/PKG-INFO
[19.471s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces-0.0.0-py3.10.egg-info/SOURCES.txt
[19.500s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces-0.0.0-py3.10.egg-info/dependency_links.txt
[19.529s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces-0.0.0-py3.10.egg-info/top_level.txt
[19.563s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/__init__.py
[19.595s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/_osr_interfaces_s.ep.rosidl_typesupport_c.c
[19.626s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/_osr_interfaces_s.ep.rosidl_typesupport_fastrtps_c.c
[19.657s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/_osr_interfaces_s.ep.rosidl_typesupport_introspection_c.c
[19.701s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/libosr_interfaces__rosidl_generator_py.so
[19.738s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/msg/__init__.py
[19.769s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/msg/_command_corner.py
[19.798s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/msg/_command_corner_s.c
[19.829s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/msg/_command_drive.py
[19.858s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/msg/_command_drive_s.c
[19.888s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/msg/_status.py
[19.919s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/msg/_status_s.c
[19.948s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/osr_interfaces_s__rosidl_typesupport_c.cpython-310-aarch64-linux-gnu.so
[19.980s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/osr_interfaces_s__rosidl_typesupport_fastrtps_c.cpython-310-aarch64-linux-gnu.so
[20.008s] -- Symlinking: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/osr_interfaces_s__rosidl_typesupport_introspection_c.cpython-310-aarch64-linux-gnu.so
[20.039s] -- Up-to-date symlink: /home/rover/osr_ws/install/osr_interfaces/lib/python3.10/site-packages/osr_interfaces/osr_interfaces_s__rosidl_typesupport_fastrtps_c.cpython-310-aarch64-linux-gnu.so
